point_index,z_x,z_y,ball_count,F_hat_x,F_hat_y,v_hat_x,v_hat_y,u_hat_x,u_hat_y,direction_signal,cylinder_count,cylinder_axial_average,cylinder_average_x,cylinder_average_y,contracted_x,contracted_y,smoothing_count,final_x,final_y,pre_smoothing_se_sampling,pre_smoothing_noise_only_se,final_se_sampling,final_noise_only_se,final_se_direction
1741,0.8123621001363277,-0.7370755558018742,100,0.7788422938472436,-0.677838400466367,-0.03351980628908413,0.05923715533550722,-0.49247961166199644,0.8703239811112005,0.06806333804553473,66,0.07918946901873171,0.7657214638110657,-0.6724790287915315,0.7657214638110657,-0.6724790287915315,13,0.7648454212799313,-0.6686884836858636,0.007211445949852094,0.0073854894587599635,0.008800989726262514,0.005698535337150065,0.002629177948011409
1742,-0.02649500542569315,0.7448920114800412,135,-0.04544800476171639,0.7846624896519715,-0.018952999336023242,0.039770478171930246,-0.43020511631804487,0.9027311659036579,0.04405572741262227,89,0.05068773299701474,-0.048881977316010454,0.7903725982833484,-0.048881977316010454,0.7903725982833484,39,-0.049850106924410637,0.7894200687254512,0.006665463964692985,0.00635998728003816,0.00681601733294732,0.005586031052391853,0.0012989196705711136
1743,-0.8092047776900648,0.5511383808909947,93,-0.8310263188367873,0.611537811022312,-0.021821541146722523,0.06039943013131732,-0.33979096883448023,0.9405009821890276,0.06422048596986779,66,0.08868213407538937,-0.8359480908356051,0.6357688058444741,-0.8359480908356051,0.6357688058444741,15,-0.8314895335872087,0.6376871422266368,0.008279532655862329,0.0073854894587599635,0.007717426100134065,0.006989257009863714,0.0031234978206021082
1744,0.08931802346506036,-0.8129862917118774,149,0.08686365649595441,-0.7921408611989309,-0.0024543669691059478,0.020845430512946517,-0.11693351141492153,0.9931397454075517,0.020989423300536866,85,0.022675731276507124,0.09031157023913104,-0.7900369431484473,0.09031157023913104,-0.7900369431484473,24,0.09011337071471437,-0.7913240467716006,0.006006545679772036,0.006507913734559685,0.006362190065789446,0.00605125044333067,0.0018882223894819384
1745,-1.2648985239212285,0.25089260366561283,123,-1.2985873607253628,0.2520041934949381,-0.03368883680413437,0.0011115898293252435,-0.9994560829679244,0.03297784435668164,0.03370717070838574,83,0.04354942049362513,-1.3082684466247712,0.25705090278072984,-1.3082684466247712,0.25705090278072984,26,-1.3084795129121516,0.2553854711843592,0.008176917851091682,0.00658585559938142,0.007043992582916177,0.0063086349485299365,0.0017669720897165416
1746,0.5715249514895195,0.8350950671591638,114,0.5548452919328136,0.7652470276964329,-0.016679659556705917,-0.06984803946273088,-0.23226849990150666,-0.9726517074233221,0.07181197434770069,79,0.09504879463939236,0.5459304455633718,0.7434857105290772,0.5459304455633718,0.7434857105290772,24,0.5407662634018974,0.7442929378817181,0.007267354679653445,0.0067505274055561434,0.007017143133935633,0.005740497750596641,0.0020367486495155586
1747,-0.9788230946413123,-0.4713979924514896,104,-1.0111585349003773,-0.5331551981099095,-0.032335440259064985,-0.06175720565841991,-0.46385421140633687,-0.8859115478198741,0.06971035179572639,73,0.08517828834238167,-1.015257332233181,-0.5484690205513477,-1.015257332233181,-0.5484690205513477,37,-1.0150214424065074,-0.5512811054375395,0.007217680650196242,0.007022468831767834,0.0068529442071685745,0.00638257433173177,0.0016072988647553067
1748,-1.04082720100602,0.4592962538870359,115,-1.0698035587178805,0.49241378391259877,-0.028976357711860468,0.03311753002556289,-0.65848554529216,0.7525933740349344,0.04400454637011675,70,0.05574742889231883,-1.0789157752049565,0.5000442253674597,-1.0789157752049565,0.5000442253674597,16,-1.0809864508812184,0.49957236758804524,0.007784179622260594,0.007171371656006361,0.007225178880598977,0.006464423542977913,0.00401855163460377
1749,0.7831742796634239,0.6142221930721787,123,0.8035926874678164,0.644545732330712,0.020418407804392524,0.03032353925853326,0.5585332391205973,0.8294821401316932,0.03655719368920822,76,0.046388915427006266,0.8136473509923181,0.6496282503829045,0.8136473509923181,0.6496282503829045,20,0.8132747490671841,0.6502418482215713,0.006897353370891528,0.006882472016116852,0.006719296149630933,0.006339752533047951,0.00209313703720111
1750,1.3533029419216704,-0.2912796918340661,124,1.3155502760413527,-0.2777595202334756,-0.03775266588031778,0.013520171600590492,-0.9414486978668376,0.33715626834575674,0.04010060873827633,70,0.04596709229762902,1.3089265664369352,-0.2788551523111081,1.3089265664369352,-0.2788551523111081,8,1.305562427599555,-0.27701595663363066,0.007214838091401806,0.007171371656006361,0.007161989181549364,0.00640462372719127,0.003848068761434627
